name;zip;kpi;Month 1;Month 2;delivery service
Hendlkönig Imbisskiosk Seiersberg;8054;# Negative Comments;0.0;0.0;deliverando
Hendlkönig Imbisskiosk Seiersberg;8054;# Positive Comments;0.0;0.0;deliverando
bp - MERKUR inside;8055;# Commissionable Orders;0.0;0.0;deliverando
bp - MERKUR inside;8055;# Negative Comments;0.0;0.0;deliverando
bp - MERKUR inside;8055;# Positive Comments;0.0;0.0;deliverando
Baba Noni - Modern Oriental Kitchen;8020;# Commissionable Orders;0.0;0.0;deliverando
Baba Noni - Modern Oriental Kitchen;8020;# Negative Comments;0.0;0.0;deliverando
Baba Noni - Modern Oriental Kitchen;8020;# Positive Comments;0.0;0.0;deliverando
Afghan Restaurant;8010;# Commissionable Orders;0.0;0.0;deliverando
Afghan Restaurant;8010;# Negative Comments;0.0;0.0;deliverando
Afghan Restaurant;8010;# Positive Comments;0.0;0.0;deliverando
Yamauchi;8020;# Commissionable Orders;0.0;0.0;deliverando
Yamauchi;8020;# Negative Comments;0.0;0.0;deliverando
Yamauchi;8020;# Positive Comments;0.0;0.0;deliverando
Mr. Falafel;8010;# Commissionable Orders;0.0;0.0;deliverando
Mr. Falafel;8010;# Negative Comments;0.0;0.0;deliverando
Mr. Falafel;8010;# Positive Comments;0.0;0.0;deliverando
Royal Kebap;8020;# Commissionable Orders;0.0;0.0;deliverando
Royal Kebap;8020;# Negative Comments;0.0;0.0;deliverando
Royal Kebap;8020;# Positive Comments;0.0;0.0;deliverando
Limes;8010;# Commissionable Orders;0.0;0.0;deliverando
Limes;8010;# Negative Comments;0.0;0.0;deliverando
Limes;8010;# Positive Comments;0.0;0.0;deliverando
Pizzeria Pirates;8055;# Commissionable Orders;0.0;0.0;deliverando
Pizzeria Pirates;8055;# Negative Comments;0.0;0.0;deliverando
Pizzeria Pirates;8055;# Positive Comments;0.0;0.0;deliverando
Gasthaus zur Sonne;8051;# Commissionable Orders;0.0;0.0;deliverando
Gasthaus zur Sonne;8051;# Negative Comments;0.0;0.0;deliverando
Gasthaus zur Sonne;8051;# Positive Comments;0.0;0.0;deliverando
Confiserie Eckhard's;8010;# Commissionable Orders;0.0;0.0;deliverando
Confiserie Eckhard's;8010;# Negative Comments;0.0;0.0;deliverando
Confiserie Eckhard's;8010;# Positive Comments;0.0;0.0;deliverando
SPAR express;8010;# Commissionable Orders;0.0;0.0;deliverando
SPAR express;8010;# Negative Comments;0.0;0.0;deliverando
SPAR express;8010;# Positive Comments;0.0;0.0;deliverando
Grillmeister;8041;# Commissionable Orders;0.0;0.0;deliverando
Grillmeister;8041;# Negative Comments;0.0;0.0;deliverando
Grillmeister;8041;# Positive Comments;0.0;0.0;deliverando
Apex Pizza Burger Kebab;8010;# Commissionable Orders;0.0;0.0;deliverando
Apex Pizza Burger Kebab;8010;# Negative Comments;0.0;0.0;deliverando
Apex Pizza Burger Kebab;8010;# Positive Comments;0.0;0.0;deliverando
Eloïse Drinks;8055;# Commissionable Orders;0.0;0.0;deliverando
Eloïse Drinks;8055;# Negative Comments;0.0;0.0;deliverando
Eloïse Drinks;8055;# Positive Comments;0.0;0.0;deliverando
Burger Boutique;8042;# Commissionable Orders;0.0;0.0;deliverando
Burger Boutique;8042;# Negative Comments;0.0;0.0;deliverando
Burger Boutique;8042;# Positive Comments;0.0;0.0;deliverando
Boba Tea & Juice;8041;# Commissionable Orders;0.0;0.0;deliverando
Boba Tea & Juice;8041;# Negative Comments;0.0;0.0;deliverando
Boba Tea & Juice;8041;# Positive Comments;0.0;0.0;deliverando
Gasthof zum Bayernbrunnen;8020;# Commissionable Orders;0.0;0.0;deliverando
Gasthof zum Bayernbrunnen;8020;# Negative Comments;0.0;0.0;deliverando
Gasthof zum Bayernbrunnen;8020;# Positive Comments;0.0;0.0;deliverando
Ucco's;8010;# Commissionable Orders;0.0;0.0;deliverando
Ucco's;8010;# Negative Comments;0.0;0.0;deliverando
Ucco's;8010;# Positive Comments;0.0;0.0;deliverando
Wir:zhaus;8020;# Commissionable Orders;0.0;0.0;deliverando
Wir:zhaus;8020;# Negative Comments;0.0;0.0;deliverando
Wir:zhaus;8020;# Positive Comments;0.0;0.0;deliverando
Namaste Nepal Restaurant;8010;# Commissionable Orders;0.0;0.0;deliverando
Namaste Nepal Restaurant;8010;# Negative Comments;0.0;0.0;deliverando
Namaste Nepal Restaurant;8010;# Positive Comments;0.0;0.0;deliverando
Easy Asia;8020;# Commissionable Orders;0.0;0.0;deliverando
Easy Asia;8020;# Negative Comments;0.0;0.0;deliverando
Easy Asia;8020;# Positive Comments;0.0;0.0;deliverando
